YEAR,MONTH,HOUR,WEEKDAY,LATITUDE,LONGITUDE,VISIBILITY,LIGHT,ACCLASS,INJURY,PEDESTRIAN,CYCLIST
2007,9,12,4,43.63884538,-79.38659029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2007,9,12,4,43.63884538,-79.38659029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,11,12,3,43.73874538,-79.21699029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,11,12,3,43.73874538,-79.21699029,Clear,Daylight,Non-Fatal Injury,None,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury, ,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,None,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2012,7,12,3,43.74894538,-79.27479029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2012,9,12,5,43.69698675,-79.28538904,Clear,Daylight,Non-Fatal Injury, ,0,0
2012,9,12,5,43.69698675,-79.28538904,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,1,12,4,43.75865896,-79.23043452,Clear,Daylight,Non-Fatal Injury,None,0,0
2016,1,12,4,43.75865896,-79.23043452,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,8,12,4,43.77824362,-79.42235956,Clear,Daylight,Fatal,Fatal,1,0
2016,8,12,4,43.77824362,-79.42235956,Clear,Daylight,Fatal,None,1,0
2017,6,12,1,43.78488882,-79.41678248,Clear,Daylight,Non-Fatal Injury,None,1,0
2017,6,12,1,43.78488882,-79.41678248,Clear,Daylight,Non-Fatal Injury,Major,1,0
2016,8,12,1,43.66946753,-79.46628199,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,8,12,1,43.66946753,-79.46628199,Clear,Daylight,Non-Fatal Injury,None,0,0
2014,10,12,3,43.77090414,-79.52086268,Clear,Daylight,Non-Fatal Injury,None,0,0
2014,10,12,3,43.77090414,-79.52086268,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,3,12,1,43.75234538,-79.26119029,Clear,Daylight,Non-Fatal Injury, ,1,0
2008,3,12,1,43.75234538,-79.26119029,Clear,Daylight,Non-Fatal Injury,Minor,1,0
2008,3,12,1,43.75234538,-79.26119029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,3,12,1,43.75234538,-79.26119029,Clear,Daylight,Non-Fatal Injury,Minor,1,0
2008,6,12,1,43.75894538,-79.42259029,Rain,Daylight,Non-Fatal Injury,Major,1,0
2008,6,12,1,43.75894538,-79.42259029,Rain,Daylight,Non-Fatal Injury,None,1,0
2009,7,12,1,43.68644538,-79.54919029,Clear,Daylight,Non-Fatal Injury,None,0,1
2009,7,12,1,43.68644538,-79.54919029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2009,8,12,2,43.76454538,-79.38749029,Clear,Daylight,Non-Fatal Injury,None,1,0
2009,8,12,2,43.76454538,-79.38749029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2009,9,12,2,43.64594538,-79.36809029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,9,12,2,43.64594538,-79.36809029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,9,12,2,43.64594538,-79.36809029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,10,12,1,43.72134538,-79.54559029,Clear,"Daylight, artificial",Non-Fatal Injury,None,1,0
2009,10,12,1,43.72134538,-79.54559029,Clear,"Daylight, artificial",Non-Fatal Injury,Major,1,0
2010,8,12,4,43.75484538,-79.36039029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,8,12,4,43.75484538,-79.36039029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,6,12,3,43.71924538,-79.42979029,Clear,Daylight,Non-Fatal Injury,None,0,1
2011,6,12,3,43.71924538,-79.42979029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2013,6,12,4,43.63604538,-79.50669029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,6,12,4,43.63604538,-79.50669029,Clear,Daylight,Non-Fatal Injury,None,0,0
2013,6,12,0,43.79574538,-79.22369029,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,6,12,0,43.79574538,-79.22369029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,6,12,0,43.79574538,-79.22369029,Clear,Daylight,Non-Fatal Injury,None,0,0
2015,5,12,4,43.62160452,-79.52343378,Clear,Daylight,Non-Fatal Injury,None,0,0
2015,5,12,4,43.62160452,-79.52343378,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,5,12,3,43.7403446,-79.4058877,Clear,Daylight,Fatal, ,1,0
2013,5,12,3,43.7403446,-79.4058877,Clear,Daylight,Fatal,None,1,0
2013,5,12,3,43.7403446,-79.4058877,Clear,Daylight,Fatal,Fatal,1,0
2016,6,12,2,43.65039023,-79.37846003,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,6,12,2,43.65039023,-79.37846003,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,12,12,0,43.69284538,-79.57149029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2007,12,12,0,43.69284538,-79.57149029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2007,12,12,0,43.69284538,-79.57149029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2007,12,12,0,43.69284538,-79.57149029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2009,11,12,3,43.70634538,-79.48769029,Rain,Daylight,Non-Fatal Injury,None,1,0
2009,11,12,3,43.70634538,-79.48769029,Rain,Daylight,Non-Fatal Injury,Major,1,0
2010,10,12,4,43.63944538,-79.42479029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,10,12,4,43.63944538,-79.42479029,Clear,Daylight,Non-Fatal Injury,None,0,0
2011,1,12,0,43.76104538,-79.41319029,Clear,Daylight,Non-Fatal Injury, ,1,0
2011,1,12,0,43.76104538,-79.41319029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,1,12,0,43.76104538,-79.41319029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2013,3,12,4,43.81924538,-79.32339029,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,3,12,4,43.81924538,-79.32339029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2017,12,12,1,43.77168238,-79.36372029,Clear,Daylight,Non-Fatal Injury,None,1,0
2017,12,12,1,43.77168238,-79.36372029,Clear,Daylight,Non-Fatal Injury,None,1,0
2017,12,12,1,43.77168238,-79.36372029,Clear,Daylight,Non-Fatal Injury,Minor,1,0
2017,12,12,1,43.77168238,-79.36372029,Clear,Daylight,Non-Fatal Injury,None,1,0
2017,12,12,1,43.77168238,-79.36372029,Clear,Daylight,Non-Fatal Injury,None,1,0
2017,12,12,1,43.77168238,-79.36372029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,2,12,4,43.66814538,-79.48699029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,2,12,4,43.66814538,-79.48699029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2012,4,11,2,43.69204538,-79.50279029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,12,11,2,43.67002447,-79.41313563,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,7,11,0,43.68184538,-79.33059029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,9,11,2,43.68874538,-79.30209029,Clear,Daylight,Non-Fatal Injury,None,0,0
2015,6,12,1,43.75553854,-79.24541865,Clear,Daylight,Fatal,Minor,1,0
2013,1,11,1,43.80524538,-79.29879029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,12,11,2,43.67002447,-79.41313563,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,9,11,2,43.68874538,-79.30209029,Clear,Daylight,Non-Fatal Injury, ,0,0
2015,6,12,1,43.75553854,-79.24541865,Clear,Daylight,Fatal,Fatal,1,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2013,1,11,1,43.80524538,-79.29879029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2016,6,11,3,43.72090491,-79.5086175,Clear,Daylight,Non-Fatal Injury,Major,0,1
2010,9,11,2,43.68874538,-79.30209029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,12,11,3,43.71354538,-79.36479029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,12,11,3,43.71354538,-79.36479029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2007,8,11,4,43.70524538,-79.40559029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2007,8,11,4,43.70524538,-79.40559029,Clear,Daylight,Non-Fatal Injury,None,0,0
2007,8,11,4,43.70524538,-79.40559029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,1,11,3,43.81684454,-79.33646784,Clear,Daylight,Fatal,Fatal,0,0
2016,1,11,3,43.81684454,-79.33646784,Clear,Daylight,Fatal,None,0,0
2007,10,11,2,43.65784538,-79.34139029,Clear,Daylight,Non-Fatal Injury,None,1,0
2007,10,11,2,43.65784538,-79.34139029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2007,11,11,2,43.70004538,-79.42989029,Clear,Daylight,Non-Fatal Injury, ,1,0
2007,11,11,2,43.70004538,-79.42989029,Clear,Daylight,Non-Fatal Injury,None,1,0
2007,11,11,2,43.70004538,-79.42989029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,11,11,0,43.68694538,-79.48949029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,11,11,0,43.68694538,-79.48949029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,7,11,1,43.76944538,-79.28229029,Clear,Daylight,Non-Fatal Injury,None,1,0
2010,7,11,1,43.76944538,-79.28229029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,10,11,4,43.72274538,-79.49939029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,10,11,4,43.72274538,-79.49939029,Clear,Daylight,Non-Fatal Injury,None,0,0
2011,4,11,6,43.72334538,-79.49679029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,4,11,6,43.72334538,-79.49679029,Clear,Daylight,Non-Fatal Injury, ,0,0
2011,7,11,2,43.69194538,-79.47429029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,7,11,2,43.69194538,-79.47429029,Clear,Daylight,Non-Fatal Injury, ,0,0
2011,7,11,2,43.69194538,-79.47429029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2011,7,11,2,43.69194538,-79.47429029,Clear,Daylight,Non-Fatal Injury, ,0,0
2011,7,11,2,43.69194538,-79.47429029,Clear,Daylight,Non-Fatal Injury, ,0,0
2011,7,11,2,43.69194538,-79.47429029,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,4,11,5,43.62904538,-79.49039029,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,4,11,5,43.62904538,-79.49039029,Clear,Daylight,Non-Fatal Injury, ,1,0
2013,4,11,5,43.62904538,-79.49039029,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,4,11,5,43.62904538,-79.49039029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2013,10,11,1,43.71843298,-79.30456171,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,10,11,1,43.71843298,-79.30456171,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,10,11,1,43.71843298,-79.30456171,Clear,Daylight,Non-Fatal Injury,None,0,0
2013,10,11,1,43.71843298,-79.30456171,Clear,Daylight,Non-Fatal Injury,None,0,0
2013,10,11,1,43.65800436,-79.51708613,Clear,Daylight,Non-Fatal Injury,None,0,0
2013,10,11,1,43.65800436,-79.51708613,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,11,11,6,43.79676398,-79.31575403,Clear,Daylight,Non-Fatal Injury,None,0,0
2013,11,11,6,43.79676398,-79.31575403,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,9,11,2,43.73510702,-79.35743342,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,11,11,3,43.68453558,-79.47492609,Clear,Daylight,Non-Fatal Injury,None,1,0
2014,11,11,3,43.68453558,-79.47492609,Clear,Daylight,Non-Fatal Injury,Major,1,0
2015,1,11,6,43.71455725,-79.40002833,Clear,Daylight,Non-Fatal Injury,None,1,0
2015,1,11,6,43.71455725,-79.40002833,Clear,Daylight,Non-Fatal Injury,Major,1,0
2015,8,11,0,43.68861349,-79.54285822,Clear,Daylight,Non-Fatal Injury,None,0,0
2015,8,11,0,43.68861349,-79.54285822,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2015,8,11,0,43.68861349,-79.54285822,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2015,8,11,0,43.68861349,-79.54285822,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,4,11,6,43.65084418,-79.38661585,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,4,11,6,43.65084418,-79.38661585,Clear,Daylight,Non-Fatal Injury,Major,1,0
2017,8,11,4,43.6495014,-79.42895899,Clear,Dark,Fatal,Fatal,1,0
2017,8,11,4,43.6495014,-79.42895899,Clear,Dark,Fatal,None,1,0
2009,9,11,4,43.69634538,-79.46869029,Clear,Daylight,Non-Fatal Injury,None,0,1
2009,9,11,4,43.69634538,-79.46869029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2010,1,11,4,43.67614538,-79.35889029,Clear,Daylight,Fatal, ,1,0
2010,1,11,4,43.67614538,-79.35889029,Clear,Daylight,Fatal,Fatal,1,0
2010,1,11,4,43.67614538,-79.35889029,Clear,Daylight,Fatal,None,1,0
2014,12,11,6,43.75296744,-79.22307215,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,12,11,6,43.75296744,-79.22307215,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2016,12,11,0,43.7693096,-79.38862238,Clear,Daylight,Non-Fatal Injury,None,1,0
2016,12,11,0,43.7693096,-79.38862238,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,7,11,4,43.63394507,-79.43719111,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Major,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal, ,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Fatal,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Major,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minor,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minimal,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minimal,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minor,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minor,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minor,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minor,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Minor,1,0
2013,8,11,1,43.83264502,-79.26799403,Clear,Daylight,Fatal,Major,1,0
2016,5,11,6,43.66614874,-79.35290156,Clear,Daylight,Non-Fatal Injury,None,0,0
2016,5,11,6,43.66614874,-79.35290156,Clear,Daylight,Non-Fatal Injury,Major,0,0
2007,8,11,6,43.75334538,-79.56859029,Clear,Daylight,Non-Fatal Injury, ,1,0
2007,8,11,6,43.75334538,-79.56859029,Clear,Daylight,Non-Fatal Injury,None,1,0
2007,8,11,6,43.75334538,-79.56859029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,9,11,5,43.69824538,-79.43839029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,9,11,5,43.69824538,-79.43839029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2008,12,11,2,43.72494538,-79.32319029,Clear,Daylight,Non-Fatal Injury, ,1,0
2008,12,11,2,43.72494538,-79.32319029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,12,11,2,43.72494538,-79.32319029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,12,11,2,43.72494538,-79.32319029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury, ,0,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury,None,0,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury, ,0,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2011,5,11,1,43.61774538,-79.52689029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,11,11,0,43.75554538,-79.24529029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,11,11,0,43.65064538,-79.44299029,Clear,Daylight,Fatal, ,0,1
2016,6,11,3,43.72090491,-79.5086175,Clear,Daylight,Non-Fatal Injury,None,0,1
2013,1,11,1,43.80524538,-79.29879029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2011,11,11,0,43.65064538,-79.44299029,Clear,Daylight,Fatal,None,0,1
2017,10,11,1,43.69051703,-79.32653437,Clear,Daylight,Non-Fatal Injury,None,1,0
2017,10,11,1,43.69051703,-79.32653437,Clear,Daylight,Non-Fatal Injury,Major,1,0
2015,6,12,1,43.75553854,-79.24541865,Clear,Daylight,Fatal,None,1,0
2009,10,12,0,43.76764538,-79.18959029,Clear,Daylight,Non-Fatal Injury,None,1,0
2009,11,11,2,43.76794538,-79.27109029,Rain,Daylight,Non-Fatal Injury,Major,1,0
2008,7,11,3,43.75454538,-79.48879029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,10,12,0,43.76764538,-79.18959029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,7,12,3,43.64764364,-79.38479243,Clear,Daylight,Non-Fatal Injury, ,0,1
2010,7,12,3,43.64764364,-79.38479243,Clear,Daylight,Non-Fatal Injury,None,0,1
2010,7,12,3,43.64764364,-79.38479243,Clear,Daylight,Non-Fatal Injury,Major,0,1
2011,3,12,3,43.64824255,-79.35490809,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2011,3,12,3,43.64824255,-79.35490809,Clear,Daylight,Non-Fatal Injury,Major,0,0
2011,3,12,3,43.64824255,-79.35490809,Clear,Daylight,Non-Fatal Injury, ,0,0
2007,3,12,1,43.72474538,-79.51969029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,6,12,4,43.60164538,-79.54519029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2008,6,12,4,43.60164538,-79.54519029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2013,1,11,1,43.80524538,-79.29879029,Clear,Daylight,Non-Fatal Injury,None,0,0
2011,11,11,0,43.65064538,-79.44299029,Clear,Daylight,Fatal,Fatal,0,1
2008,6,12,4,43.60164538,-79.54519029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2008,6,12,4,43.60164538,-79.54519029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2008,6,12,4,43.60164538,-79.54519029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2008,6,12,4,43.60164538,-79.54519029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2008,7,12,1,43.71154538,-79.24639029,Clear,Daylight,Non-Fatal Injury, ,1,0
2008,7,12,1,43.71154538,-79.24639029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,7,12,1,43.71154538,-79.24639029,Clear,Daylight,Non-Fatal Injury, ,1,0
2008,7,12,1,43.71154538,-79.24639029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,7,12,1,43.71154538,-79.24639029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,7,12,1,43.71154538,-79.24639029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,8,12,4,43.66284538,-79.33229029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,2,11,0,43.68374538,-79.49859029,Clear,Daylight,Non-Fatal Injury, ,0,0
2011,8,12,4,43.66284538,-79.33229029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2011,11,12,5,43.70914538,-79.38619029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,11,12,5,43.70914538,-79.38619029,Clear,Daylight,Non-Fatal Injury, ,1,0
2011,11,12,5,43.70914538,-79.38619029,Clear,Daylight,Non-Fatal Injury,None,1,0
2011,11,12,5,43.70914538,-79.38619029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2013,8,12,2,43.6158634,-79.52461634,Clear,Daylight,Non-Fatal Injury, ,0,0
2013,8,12,2,43.6158634,-79.52461634,Clear,Daylight,Non-Fatal Injury,Major,0,0
2014,7,12,3,43.74970587,-79.61045466,Clear,Daylight,Non-Fatal Injury,Major,0,0
2015,3,12,0,43.74328955,-79.56901179,Clear,Daylight,Non-Fatal Injury,Major,0,0
2016,7,12,1,43.68942221,-79.34880457,Clear,Daylight,Non-Fatal Injury,Major,0,1
2016,7,12,1,43.68942221,-79.34880457,Clear,Daylight,Non-Fatal Injury,None,0,1
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,None,0,0
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,Minor,0,0
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,Minor,0,0
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,Minor,0,0
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,Fatal,0,0
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,None,0,0
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,None,0,0
2009,5,12,4,43.68694538,-79.39979029,Clear,Daylight,Fatal,None,0,0
2011,8,12,1,43.60044538,-79.50639029,Clear,Daylight,Fatal, ,1,0
2011,8,12,1,43.60044538,-79.50639029,Clear,Daylight,Fatal,None,1,0
2011,8,12,1,43.60044538,-79.50639029,Clear,Daylight,Fatal,Fatal,1,0
2013,12,12,0,43.76097067,-79.4651681,Clear,Daylight,Non-Fatal Injury,Major,0,0
2013,12,12,0,43.76097067,-79.4651681,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2013,12,12,0,43.76097067,-79.4651681,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2013,12,12,0,43.76097067,-79.4651681,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2014,2,12,1,43.77060278,-79.18686304,Clear,Daylight,Non-Fatal Injury,None,1,0
2014,2,12,1,43.77060278,-79.18686304,Clear,Daylight,Non-Fatal Injury,None,1,0
2014,2,12,1,43.77060278,-79.18686304,Clear,Daylight,Non-Fatal Injury,None,1,0
2014,2,12,1,43.77060278,-79.18686304,Clear,Daylight,Non-Fatal Injury,Major,1,0
2017,12,12,4,43.64854391,-79.37382136,Other,Daylight,Fatal,None,1,0
2017,12,12,4,43.64854391,-79.37382136,Other,Daylight,Fatal,Fatal,1,0
2008,5,12,5,43.67384538,-79.42239029,Clear,Daylight,Non-Fatal Injury,None,0,1
2008,5,12,5,43.67384538,-79.42239029,Clear,Daylight,Non-Fatal Injury,Major,0,1
2015,3,12,5,43.70879706,-79.50543604,Clear,Daylight,Non-Fatal Injury,Major,0,0
2015,3,12,5,43.70879706,-79.50543604,Clear,Daylight,Non-Fatal Injury,None,0,0
2008,2,12,0,43.67994538,-79.43579029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,2,12,0,43.67994538,-79.43579029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2010,6,12,1,43.78464538,-79.28899029,Clear,Daylight,Non-Fatal Injury,None,0,0
2010,6,12,1,43.78464538,-79.28899029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2010,6,12,1,43.78464538,-79.28899029,Clear,Daylight,Non-Fatal Injury,Minimal,0,0
2010,6,12,1,43.78464538,-79.28899029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2010,6,12,1,43.78464538,-79.28899029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2012,5,12,4,43.70424538,-79.40049029,Clear,Daylight,Fatal, ,1,0
2012,5,12,4,43.70424538,-79.40049029,Clear,Daylight,Fatal,None,1,0
2012,5,12,4,43.70424538,-79.40049029,Clear,Daylight,Fatal,Fatal,1,0
2012,6,12,2,43.73374538,-79.53819029,Clear,Daylight,Non-Fatal Injury, ,1,0
2012,6,12,2,43.73374538,-79.53819029,Clear,Daylight,Non-Fatal Injury,None,1,0
2012,6,12,2,43.73374538,-79.53819029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2012,8,12,3,43.75944538,-79.26799029,Clear,Daylight,Non-Fatal Injury, ,0,0
2012,8,12,3,43.75944538,-79.26799029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2012,8,12,3,43.75944538,-79.26799029,Clear,Daylight,Non-Fatal Injury, ,0,0
2012,8,12,3,43.75944538,-79.26799029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2012,8,12,3,43.75944538,-79.26799029,Clear,Daylight,Non-Fatal Injury,None,0,0
2012,8,12,3,43.75944538,-79.26799029,Clear,Daylight,Non-Fatal Injury, ,0,0
2008,4,12,5,43.66914538,-79.34339029,Clear,Daylight,Non-Fatal Injury,None,1,0
2008,4,12,5,43.66914538,-79.34339029,Clear,Daylight,Non-Fatal Injury,Major,1,0
2009,8,12,0,43.67004538,-79.36089029,Clear,Daylight,Non-Fatal Injury,Minor,0,0
2009,8,12,0,43.67004538,-79.36089029,Clear,Daylight,Non-Fatal Injury,None,0,0
2009,8,12,0,43.67004538,-79.36089029,Clear,Daylight,Non-Fatal Injury,Major,0,0
2009,10,12,4,43.62134538,-79.52509029,Rain,Daylight,Non-Fatal Injury,Minor,0,0
2009,10,12,4,43.62134538,-79.52509029,Rain,Daylight,Non-Fatal Injury,Major,0,0
2010,1,12,1,43.67444538,-79.56319029,Clear,Daylight,Fatal,None,1,0
2010,1,12,1,43.67444538,-79.56319029,Clear,Daylight,Fatal,None,1,0
2010,1,12,1,43.67444538,-79.56319029,Clear,Daylight,Fatal,Minor,1,0
2010,1,12,1,43.67444538,-79.56319029,Clear,Daylight,Fatal,Fatal,1,0
2012,5,12,6,43.7423435,-79.4182931,Clear,Daylight,Fatal,None,1,0
2012,5,12,6,43.7423435,-79.4182931,Clear,Daylight,Fatal,Fatal,1,0
2013,7,12,4,43.64152487,-79.4283639,Clear,Daylight,Non-Fatal Injury,None,1,0
2013,7,12,4,43.64152487,-79.4283639,Clear,Daylight,Non-Fatal Injury,Major,1,0
2014,8,12,5,43.6802059,-79.43246088,Clear,Daylight,Non-Fatal Injury,None,0,1
2014,8,12,5,43.6802059,-79.43246088,Clear,Daylight,Non-Fatal Injury,Major,0,1
2014,10,12,3,43.7616802,-79.34718714,Clear,Daylight,Non-Fatal Injury,None,1,0
